chamber,state,district,party,lastName,firstName,phonetic,officialFullName,middleName,suffix,nickname,address,phone,fax,url,caucusesWith,startTerm,endTerm,stateRankSenate,classSenate,gender,birthday,religion,raceEthnicity,lgbtq,contactForm,office,rssUrl,pre2018incumbent,2016presidentClinton,2016presidentTrump,2012presidentObama,2012presidentObama,2008presidentObama,2008presidentMccain,2018senateDem,2018senateRep,priorSenateElectionDem,priorSenateElectionRep,2018houseDem,2018houseRep,2016houseDem,2016houseRep,2014houseDem,2014houseRep,whiteACS2012-16citizenAdultPopulation,blackACS2012-16citizenAdultPopulation,latinoACS2012-16citizenAdultPopulation,asianPacificIslanderACS2012-16citizenAdultPopulation,nativeACS2012-16citizenAdultPopulation,otherACS2012-16citizenAdultPopulation,white2010censusAdultPopulation,black2010censusAdultPopulation,latino2010censusAdultPopulation,asianPacificIslander2010censusAdultPopulation,native2010censusAdultPopulation,other2010censusAdultPopulation,bachelorsPlusACS2013-17,bachelorsPlusRankACS2013-17,whiteBachelorsPlusACS2013-17,whiteBachelorsPlusRankACS2013-17,medianHouseholdIncomeACS2013-17,householdIncomeRankACS2013-17,nonCollegeWhiteShare,citizenPopulation,whiteCitizenPopulation,blackCitizenPopulation,latinoCitizenPopulation,asianPacificIslanderCitizenPopulation,nativeAmericanCitizenPopulation,otherCitizenPopulation,citizenVotingAgePopulation,whiteCitizenVotingAgePopulation,blackCtizenVotingAgePopulation,latinoCitizenVotingAgePopulation,asianPacificIslanderCitizenVotingAgePopulation,nativeCitizenVotingAgePopulation,otherCitizenVotingAgePopulation,censusTotalPopulation,censusWhitePopulation,censusBlackPopulation,censusLatinoPopulation,censusAsianPacificIslanderPopulation,censusNavtiveAmericanPopulation,censusOtherPopulation
rep,PA,8,Democrat,Cartwright,Matthew,(MAT KAHRT-rahyt),Matt Cartwright,A.,,,1034 Longworth House Office Building Washington DC 20515-3808,(202) 225-5546,,https://cartwright.house.gov,,1/3/19,1/3/21,,,M,5/1/61,,White - Non-Hispanic,No,,1034 Longworth House Office Building,http://cartwright.house.gov/rss.xml,Won,43.72182851,53.26321763,55.34682987,43.35495287,56.67422049,42.33939565,,,,,54.64205411,45.35794589,      Redrawn,,      Redrawn,,87.34109826,4.566204964,6.264619517,0.988330356,0.116492392,0.727520957,87.61459059,4.137046293,6.000003599,1.298528382,0.125588584,0.824242555,23.4,321,,,,,,676877,569420,34184,57076,7081,772,8353,539091,470848,24616,33772,5328,628,3922,705687,598830,32869,54128,9369,928,9563
rep,PA,9,Republican,Meuser,Daniel,(DAN MYOO-zer),,,,,326 Cannon House Office Building Washington DC 20515-3809,(202) 225-6511,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,326 Cannon House Office Building,,Open - Ran for Senate,31.00617188,65.04122512,41.22210941,57.15270823,45.5959007,52.96698766,,,,,40.25437176,59.74562824,      Redrawn,,      Redrawn,,92.27382331,2.223814935,4.092330909,0.672600922,0.122995028,0.619837315,93.11511767,2.027245258,3.400812477,0.766900888,0.113043416,0.576880289,19.8,387,,,,,,698087,632767,15594,36950,5257,825,6565,555307,512403,12349,22725,3735,683,3442,705687,647577,14222,30722,5810,779,6577
rep,PA,10,Republican,Perry,Scott,(SKAHT PAIR-ee),Scott Perry,,,,1207 Longworth House Office Building Washington DC 20515-3810,(202) 225-5836,,https://perry.house.gov,,1/3/19,1/3/21,,,M,5/27/62,,White - Non-Hispanic,No,,1207 Longworth House Office Building,http://perry.house.gov/rss.xml,Won,43.37143319,52.30852797,45.99827616,52.63257435,48.60674352,50.34663108,,,,,48.67764137,51.32235863,      Redrawn,,      Redrawn,,81.94015551,9.534215278,5.207097321,1.887459926,0.107233666,1.303570771,81.83880413,9.183393007,5.033477112,2.614036566,0.150069813,1.180219369,29.9,204,,,,,,698554,547070,72365,47866,14951,626,15611,542740,444722,51746,28261,10244,582,7075,705688,554409,71451,44592,19295,1032,14909
rep,PA,11,Republican,Smucker,Lloyd,(LOYD SMUH-ker),Lloyd Smucker,,,,127 Cannon House Office Building Washington DC 20515-3811,(202) 225-2411,,https://smucker.house.gov,,1/3/19,1/3/21,,,M,1/23/64,,White - Non-Hispanic,No,,127 Cannon House Office Building,,Won,34.65675776,60.54599143,38.00448063,60.49902723,41.96873439,57.07831132,,,,,41.02397833,58.97602167,      Redrawn,,      Redrawn,,89.47948606,2.73198025,5.760206019,1.217589462,0.101527545,0.706616891,89.29325834,2.610710115,5.669190097,1.538236623,0.133824899,0.754779929,24.4,302,,,,,,708533,616373,21548,51995,9240,778,8674,539755,482970,14746,31091,6572,548,3814,705688,615100,19920,49255,11320,898,9195
rep,PA,12,Republican,Marino,Tom,(TAHM muh-REE-noh),Tom Marino,,,,1717 Longworth House Office Building Washington DC 20515-3812,(202) 225-3731,,https://marino.house.gov,,1/3/19,1/3/21,,,M,8/15/52,,White - Non-Hispanic,No,,1717 Longworth House Office Building,http://marino.house.gov/rss.xml,Won,29.7043094,66.14337719,36.82299903,61.49505088,41.68254605,57.01267008,,,,,33.96248852,66.03751148,      Redrawn,,      Redrawn,,94.52929466,2.100358475,1.714475307,0.806387629,0.149124009,0.718031202,94.01821752,1.954272485,1.657840901,1.46824597,0.153388184,0.748034937,21.4,357,,,,,,693893,650858,14498,14030,5876,1011,7715,554572,524233,11648,9508,4472,827,3982,705688,659533,14003,13348,9701,1046,8057
rep,PA,13,Republican,Joyce,John,(JAHN JOYS),,,,,1337 Longworth House Office Building Washington DC 20515-3813,(202) 225-2431,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,1337 Longworth House Office Building,,Open - Retired,25.47415466,71.18297675,32.05032072,66.5877068,36.9591053,61.79614527,,,,,29.50771126,70.49228874,      Redrawn,,      Redrawn,,94.56922963,2.461804126,1.64483052,0.451294479,0.090331451,0.791397834,94.36021952,2.330938369,1.992995631,0.555836372,0.120771203,0.639238907,18.8,400,,,,,,695469,647574,17699,16592,3388,654,9464,551303,521363,13572,9068,2488,498,4363,705688,657766,16909,17943,4064,837,8169
rep,PA,14,Republican,Reschenthaler,Guy,(GAHY RESH-en-thahl-er),,,,,531 Cannon House Office Building Washington DC 20515-3814,(202) 225-2065,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,531 Cannon House Office Building,,Open - Elected in PA-17,33.89624896,62.92023494,40.57554609,58.2687025,44.71385505,54.16522523,,,,,42.09465378,57.90534622,      Redrawn,,      Redrawn,,94.65012769,2.954572706,0.898774252,0.484285768,0.046889457,0.964813221,94.7872314,3.036253937,0.792089404,0.583813038,0.098722643,0.70188958,24.9,291,,,,,,693644,649550,20985,7644,4177,340,11154,558761,528868,16509,5022,2706,262,5391,705688,661956,22348,6772,4488,699,9425
rep,PA,15,Republican,Thompson,Glenn,(GLEN TAHMP-suhn),Glenn Thompson,,,,400 Cannon House Office Building Washington DC 20515-3815,(202) 225-5121,,https://thompson.house.gov,,1/3/19,1/3/21,,,M,7/27/59,,White - Non-Hispanic,No,,400 Cannon House Office Building,http://thompson.house.gov/rss.xml,Won,26.54211295,69.80608073,35.73312969,62.62635379,42.59850268,55.83303414,,,,,32.15763717,67.84236283,      Redrawn,,      Redrawn,,95.57662581,2.13565782,1.1896557,0.41118791,0.122546594,0.605175029,95.65359297,1.948016241,1.122477397,0.631304844,0.113170129,0.531438414,18.6,403,,,,,,688119,656557,12964,8853,3034,796,6171,555707,531126,11868,6611,2285,681,3363,705688,674364,12493,8220,4300,759,5552
rep,PA,16,Republican,Kelly,Mike,(MAHYK KEL-ee),Mike Kelly,,,,1707 Longworth House Office Building Washington DC 20515-3816,(202) 225-5406,,https://kelly.house.gov,,1/3/19,1/3/21,,,M,5/10/48,,White - Non-Hispanic,No,,1707 Longworth House Office Building,http://kelly.house.gov/rss.xml,Won,37.9402561,57.92515143,46.91360435,51.74011355,49.63514392,49.04370915,,,,,47.29835821,51.58157899,      Redrawn,,      Redrawn,,92.78716934,4.063299686,1.61008733,0.491746279,0.141655307,0.91928775,92.73600827,4.065388488,1.478505146,0.800333533,0.132721371,0.78704319,25.9,274,,,,,,689905,626996,30676,14979,4054,957,12280,543573,504366,22087,8752,2673,770,4997,705687,641936,32429,13915,5905,909,10593
rep,PA,17,Democrat,Lamb,Conor,(KAH-ner LAM),Conor Lamb,,,,1224 Longworth House Office Building Washington DC 20515-3817,(202) 225-2301,,https://lamb.house.gov/,,1/3/19,1/3/21,,,M,6/27/84,,White - Non-Hispanic,No,,1224 Longworth House Office Building,,Lost,46.84288352,49.39421079,47.1909864,51.68258934,48.58514678,50.45591648,,,,,56.25731389,43.74268611,      Redrawn,,      Redrawn,,91.55339369,5.17083277,1.034815115,1.292618115,0.068098906,0.877539071,91.23331262,4.909510144,1.061132281,1.939273567,0.083324654,0.773446731,39,86,,,,,,698069,626086,39136,9094,10946,468,12350,555075,508190,28702,5744,7175,378,4871,705688,632070,38145,9250,15149,614,10460
rep,PA,18,Democrat,Doyle,Michael,(MAHYK DOY-uhl),Michael F. Doyle,F.,Jr.,Mike,306 Cannon House Office Building Washington DC 20515-3818,(202) 225-2135,,https://doyle.house.gov,,1/3/19,1/3/21,,,M,8/5/53,Roman Catholic,White - Non-Hispanic,No,,306 Cannon House Office Building,http://doyle.house.gov/rss.xml,Won,62.14145389,34.56383164,63.4878981,35.23602071,63.39295586,35.65890846,,,,,100,0,      Redrawn,,      Redrawn,,78.27091102,16.72449513,1.637392135,1.623880812,0.126646129,1.576501108,77.37671297,16.66341133,1.504661521,3.01472922,0.139514281,1.300970671,35.6,125,,,,,,680872,510661,126238,13200,12126,858,17658,555090,434474,92836,9089,9014,703,8751,705688,524615,132642,12144,20272,983,15032
sen,PA,,Democrat,Casey,Robert,(BAHB KEY-see),"Robert P. Casey, Jr.",P.,Jr.,Bob,,,,https://www.casey.senate.gov,,1/3/19,1/3/25,senior,1,M,4/13/60,,White - Non-Hispanic,No,,,http://www.casey.senate.gov/rss/feeds/?all,Won,47.45555887,48.17380387,51.96013372,46.57623652,54.46556515,44.15087019,55.6221238,42.73499788,53.69002005,44.58759268,,,,,,,82.37479623,9.960419892,4.531945553,2.012051395,0.117007828,1.004025871,81.84755461,9.725975921,4.635828615,2.69201786,0.132822427,0.965800571,30.8,,32.2,,56951,22,55.85011184,12390675,9862540,1311645,724915,273169,14310,204070,9725845,8011645,968735,440770,195689,11380,97650,12702379,10094652,1327091,719660,349003,16909,195064
sen,PA,,Republican,Toomey,Patrick,(PAT TOO-mee),Patrick J. Toomey,J.,,Pat,248 Russell Senate Office Building Washington DC 20510,202-224-4254,202-228-0284,https://www.toomey.senate.gov,,1/3/17,1/3/23,junior,3,M,11/17/61,,White - Non-Hispanic,No,https://www.toomey.senate.gov/?p=contact,248 Russell Senate Office Building,http://toomey.senate.gov/rss/?p=hot_topic,Not up,47.45555887,48.17380387,51.96013372,46.57623652,54.46556515,44.15087019,,,47.26321038,48.88862806,,,,,,,82.37479623,9.960419892,4.531945553,2.012051395,0.117007828,1.004025871,81.84755461,9.725975921,4.635828615,2.69201786,0.132822427,0.965800571,30.8,,32.2,,56951,22,55.85011184,12390675,9862540,1311645,724915,273169,14310,204070,9725845,8011645,968735,440770,195689,11380,97650,12702379,10094652,1327091,719660,349003,16909,195064
rep,PR,0,Republican,Gonz'alez-Col'on,Jenniffer,,Jenniffer Gonz'alez-Col'on,,,,1529 Longworth House Office Building; Washington DC 20515-5401,202-225-2615,,https://gonzalez-colon.house.gov,,1/3/17,1/3/21,,,F,8/5/76,,,,,1529 Longworth House Office Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rep,RI,1,Democrat,Cicilline,David,(DEY-vid si-si-LEE-nee),David N. Cicilline,N.,,,2233 Rayburn House Office Building Washington DC 20515-3901,(202) 225-4911,,https://cicilline.house.gov,,1/3/19,1/3/21,,,M,7/15/61,,White - Non-Hispanic,Gay,,2233 Rayburn House Office Building,http://cicilline.house.gov/rss.xml,Won,60.46845213,34.93956949,66.21006278,32.17698866,66.64583472,31.80816878,,,,,66.69175049,33.0687086,64.50232494,35.09544352,59.4863105,40.22944525,79.02440949,6.33910253,10.46083434,2.15687306,0.385343785,1.63475196,75.73906848,5.794519818,11.87187056,2.955062116,0.317730373,3.321748656,34.2,137,38.7,151,56547,212,48,486140,359870,34905,66845,11265,2010,11245,380180,300435,24100,39770,8200,1465,6215,525933,377374,33572,75650,15533,1791,22013
rep,RI,2,Democrat,Langevin,James,(JIM LAN-juh-vin),James R. Langevin,R.,,Jim,2077 Rayburn House Office Building Washington DC 20515-3902,(202) 225-2735,,https://langevin.house.gov,,1/3/19,1/3/21,,,M,4/22/64,,White - Non-Hispanic,No,,2077 Rayburn House Office Building,http://langevin.house.gov/rss.xml,Won,51.06815486,44.022566,59.83573233,38.28543995,59.88400668,38.3478325,,,,,63.49292409,36.28116889,58.08822246,30.67929897,62.22101893,37.5765138,85.74249506,3.285675007,7.203739346,2.200864849,0.396180668,1.169795286,83.72969036,3.200984622,8.589004248,2.717327288,0.389906658,1.373086825,34,141,36.5,176,63976,142,54.3,500420,412705,16990,48265,12175,2155,8125,400070,343030,13145,28820,8805,1585,4680,526634,426311,17988,55005,14760,2229,10341
sen,RI,,Democrat,Reed,John,(JAK REED),Jack Reed,F.,,Jack,728 Hart Senate Office Building Washington DC 20510,202-224-4642,202-224-4680,https://www.reed.senate.gov,,1/6/15,1/3/21,senior,2,M,11/12/49,Roman Catholic,White - Non-Hispanic,No,https://www.reed.senate.gov/contact/,728 Hart Senate Office Building,https://www.reed.senate.gov//rss/feeds/?type=all,Not up,54.40660657,38.8980575,62.70095886,35.24366157,62.86400461,35.05784647,,,70.58264804,29.24726568,,,,,,,82.46908042,4.773470042,8.790772188,2.17942967,0.390900352,1.396347325,79.75069122,4.49245786,10.22373587,2.835709398,0.353965854,2.343439805,34.1,,37.5,,61043,18,51.54317526,986560,772575,51895,115110,23440,4165,19370,780250,643465,37245,68590,17005,3050,10895,1052567,803685,51560,130655,30293,4020,32354
sen,RI,,Democrat,Whitehouse,Sheldon,(SHEL-duhn WAHYT-hows),Sheldon Whitehouse,,,,,,,https://www.whitehouse.senate.gov,,1/3/19,1/3/25,junior,1,M,10/20/55,,White - Non-Hispanic,No,,,http://www.whitehouse.senate.gov/rss/feeds/?type=all&amp;cachebuster=1,Won,54.40660657,38.8980575,62.70095886,35.24366157,62.86400461,35.05784647,61.42869282,38.34825649,64.8113652,34.96552994,,,,,,,82.46908042,4.773470042,8.790772188,2.17942967,0.390900352,1.396347325,79.75069122,4.49245786,10.22373587,2.835709398,0.353965854,2.343439805,34.1,,37.5,,61043,18,51.54317526,986560,772575,51895,115110,23440,4165,19370,780250,643465,37245,68590,17005,3050,10895,1052567,803685,51560,130655,30293,4020,32354
rep,SC,1,Democrat,Cunningham,Joe,(JOH KUHN-ing-ham),,,,,423 Cannon House Office Building Washington DC 20515-4001,(202) 225-3176,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,423 Cannon House Office Building,,Lost in primary,40.44339546,53.46569736,40.19561445,58.25135181,42.72586459,56.08780498,,,,,50.60483661,49.21947028,36.83580896,58.55706246,0,93.41000665,75.46317835,18.33009496,3.177252949,1.50150972,0.265455242,1.261596563,73.39150291,17.81770433,5.5102358,1.765411484,0.316419124,1.198726353,39.9,80,45.4,90,64973,136,41.2,707525,510970,136050,32835,10455,1910,15300,548115,413625,100470,17415,8230,1455,6915,650785,458423,124899,41893,11245,2070,12255
rep,SC,2,Republican,Wilson,Joe,(JOH WIL-suhn),Joe Wilson,G.,,,1436 Longworth House Office Building Washington DC 20515-4002,(202) 225-2452,,https://joewilson.house.gov,,1/3/19,1/3/21,,,M,7/31/47,Presbyterian,White - Non-Hispanic,No,,1436 Longworth House Office Building,http://joewilson.house.gov/news/rss.aspx,Won,38.57369052,56.29268293,39.42973042,59.14389983,39.4247442,59.5100062,,,,,42.46691478,56.25051042,35.88637228,60.24538027,35.27524537,62.44558745,71.48174562,22.86560048,2.604558466,1.375550758,0.229584111,1.44296056,70.54436219,21.7047382,4.559271119,1.685279711,0.36341011,1.142938668,33.5,153,36,183,57253,203,45.7,669715,460250,158835,24740,9330,1620,14940,511795,365840,117025,13330,7040,1175,7385,665499,451332,154392,34563,11108,2360,11744
rep,SC,3,Republican,Duncan,Jeff,(JEF DUHN-kin),Jeff Duncan,,,,2229 Rayburn House Office Building Washington DC 20515-4003,(202) 225-5301,,https://jeffduncan.house.gov,,1/3/19,1/3/21,,,M,1/7/66,,White - Non-Hispanic,No,,2229 Rayburn House Office Building,http://jeffduncan.house.gov/rss.xml,Won,29.02323913,67.00943914,33.9457893,64.54797867,35.09078016,63.48045009,,,,,30.96585383,67.78748386,27.05832158,72.83705572,28.76732374,71.17963039,78.15239644,18.47603562,1.801369393,0.561274966,0.202764255,0.807138869,76.96011314,17.81109028,3.474895156,0.801733138,0.213704093,0.73846419,22,347,25.2,347,45042,371,58.4,656220,497400,123520,19590,4070,1235,10405,510445,398925,94310,9195,2865,1035,4120,660789,494909,122916,27845,5225,1367,8527
rep,SC,4,Republican,Timmons,William,(WIL-yuhm TIM-uhnz),,R.,,,313 Cannon House Office Building Washington DC 20515-4004,(202) 225-6030,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,313 Cannon House Office Building,,Open - Retired,34.45767481,60.19413615,36.19943618,62.16591272,37.7242436,60.58149194,,,,,36.55749129,59.56999385,31.00618933,67.1857138,0,84.83921395,74.62612559,19.22428498,3.390654131,1.62441985,0.185449641,0.950057519,72.62596774,18.01341132,6.256289669,2.019469326,0.202066499,0.882795453,30.7,183,35.1,189,51718,272,48.4,665895,475145,131645,36055,12005,1165,9875,504180,376250,96925,17095,8190,935,4790,661218,462755,124400,48816,13999,1306,9942
rep,SC,5,Republican,Norman,Ralph,(RALF NAWR-muhn),Ralph Norman,,Jr.,,319 Cannon House Office Building Washington DC 20515-4005,(202) 225-5501,,https://norman.house.gov,,1/3/19,1/3/21,,,M,6/20/53,,White - Non-Hispanic,No,,319 Cannon House Office Building,,Won,38.79523187,57.27988243,43.61705101,55.1048218,43.84716348,54.95624909,,,,,41.48741446,57.02694113,38.74347084,59.21811242,41.10023124,58.85295041,68.78840704,26.70938714,2.253537587,0.785913929,0.356436801,1.10534363,68.24072847,26.42601046,3.102955406,0.971016064,0.420365441,0.838924154,23,328,27.3,308,48743,327,50,674325,448090,183190,21630,5590,2715,13110,513415,353170,137130,11570,4035,1830,5675,660216,435695,180407,24958,6535,3008,9613
rep,SC,6,Democrat,Clyburn,James,(JIM KLAHY-bern),James E. Clyburn,E.,,Jim,200 Cannon House Office Building Washington DC 20515-4006,(202) 225-3315,,https://clyburn.house.gov,,1/3/19,1/3/21,,,M,7/21/40,African Methodist Episcopal,Black - African-American,No,,200 Cannon House Office Building,http://clyburn.house.gov/rss.xml,Won,66.76422533,30.25730004,70.88815909,28.08156474,70.07670487,28.93901945,,,,,70.12686925,28.23288912,70.08519068,27.6087924,72.50507403,25.5494949,39.58031052,56.30669312,1.984937767,0.652433548,0.279332366,1.195305637,39.12659346,54.36246954,4.144312081,1.084476548,0.356702492,0.925445878,19.6,390,27.7,303,35296,430,28.6,649245,236170,377095,20220,4470,1650,9640,506565,200500,285230,10055,3305,1415,6055,665721,239031,377877,31149,6676,2354,8634
rep,SC,7,Republican,Rice,Tom,(TAHM RAHYS),Tom Rice,,,,512 Cannon House Office Building Washington DC 20515-4007,(202) 225-9895,,https://rice.house.gov,,1/3/19,1/3/21,,,M,8/4/57,,White - Non-Hispanic,No,,512 Cannon House Office Building,http://rice.house.gov/rss.xml,Won,39.11151199,58.02298172,44.43162477,54.54610603,45.31209741,53.61714971,,,,,40.30990925,59.56110105,38.94936486,60.96392285,39.9804109,59.95254308,68.38680258,27.86164179,1.710002565,0.683051025,0.562400844,0.796101194,66.80750176,27.49306386,3.427225562,0.827463038,0.61513805,0.829607735,20.1,384,23.2,388,43146,390,52.5,671790,437160,197765,18025,4855,3935,10050,526315,359930,146640,9000,3595,2960,4190,661136,420595,195107,26458,5632,4149,9195
sen,SC,,Republican,Graham,Lindsey,(LIN-zee GRAM),Lindsey Graham,O.,,,290 Russell Senate Office Building Washington DC 20510,202-224-5972,202-224-3808,https://www.lgraham.senate.gov/public,,1/6/15,1/3/21,senior,2,M,7/9/55,Southern Baptist,White - Non-Hispanic,No,https://www.lgraham.senate.gov/public/index.cfm/e-mail-senator-graham,290 Russell Senate Office Building,http://www.lgraham.senate.gov/public/index.cfm?FuseAction=Rss.Feed,Not up,40.67341979,54.93933269,44.08803341,54.56113126,44.89656002,53.87364398,,,38.78257363,54.26615326,,,,,,,68.16779578,27.00292474,2.420991872,1.029045827,0.298412242,1.080691444,66.73738818,26.31652886,4.34924638,1.304920604,0.355807938,0.936108032,27.2,,32,,48781,42,46.35410113,4694715,3065185,1308100,173095,50775,14230,83320,3620830,2468240,977730,87660,37260,10805,39130,4625364,2962740,1279998,235682,60420,16614,69910
sen,SC,,Republican,Scott,Tim,(TIM SKAHT),Tim Scott,,,,717 Hart Senate Office Building Washington DC 20510,202-224-6121,202-225-3407,https://www.scott.senate.gov,,1/3/17,1/3/23,junior,3,M,9/19/65,,Black - African-American,No,https://www.scott.senate.gov/contact/email-me,717 Hart Senate Office Building,http://www.scott.senate.gov/rss.xml,Not up,40.67341979,54.93933269,44.08803341,54.56113126,44.89656002,53.87364398,,,36.92983,60.56945411,,,,,,,68.16779578,27.00292474,2.420991872,1.029045827,0.298412242,1.080691444,66.73738818,26.31652886,4.34924638,1.304920604,0.355807938,0.936108032,27.2,,32,,48781,42,46.35410113,4694715,3065185,1308100,173095,50775,14230,83320,3620830,2468240,977730,87660,37260,10805,39130,4625364,2962740,1279998,235682,60420,16614,69910
rep,SD,0,Republican,Johnson,Dusty,(DUH-stee JAHN-suhn),,,,,1508 Longworth House Office Building Washington DC 20515-4100,(202) 225-2801,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,1508 Longworth House Office Building,,Open - Elected governor,31.73704962,61.53299446,39.86679824,57.8902666,44.74743111,53.15897637,,,,,36.02547884,60.33217746,35.89721412,64.10278588,33.47037301,66.52962699,87.83708358,1.016632912,2.014926563,0.580477459,7.042275982,1.507806146,87.84493517,1.043045031,2.112750927,0.94196273,6.922501934,1.134804206,28.9,220,30.9,255,54467,237,60.6,833720,703510,9925,24135,5960,71160,19035,627070,550800,6375,12635,3640,44160,9455,814180,689502,9959,22119,7866,69476,15258
sen,SD,,Republican,Rounds,Mike,(MAHYK ROWNDZ),Mike Rounds,,,,502 Hart Senate Office Building Washington DC 20510,202-224-5842,,https://www.rounds.senate.gov,,1/6/15,1/3/21,junior,2,M,10/24/54,,White - Non-Hispanic,No,https://www.rounds.senate.gov/contact/email-mike,502 Hart Senate Office Building,,Not up,31.73742816,61.53075038,39.86614076,57.88931188,44.74743111,53.15897637,,,29.51054357,50.37042074,,,,,,,87.83708358,1.016632912,2.014926563,0.580477459,7.042275982,1.507806146,87.84493517,1.043045031,2.112750927,0.94196273,6.922501934,1.134804206,28.9,,30.9,,54126,29,60.69542475,833720,703510,9925,24135,5960,71160,19035,627070,550800,6375,12635,3640,44160,9455,814180,689502,9959,22119,7866,69476,15258
sen,SD,,Republican,Thune,John,(JAHN THOON),John Thune,,,,511 Dirksen Senate Office Building Washington DC 20510,202-224-2321,202-228-5429,https://www.thune.senate.gov,,1/3/17,1/3/23,senior,3,M,1/7/61,,White - Non-Hispanic,No,http://www.thune.senate.gov/public/index.cfm/contact,511 Dirksen Senate Office Building,http://www.thune.senate.gov/public/index.cfm/rss/feed,Not up,31.73742816,61.53075038,39.86614076,57.88931188,44.74743111,53.15897637,,,28.17090031,71.82909969,,,,,,,87.83708358,1.016632912,2.014926563,0.580477459,7.042275982,1.507806146,87.84493517,1.043045031,2.112750927,0.94196273,6.922501934,1.134804206,28.9,,30.9,,54126,29,60.69542475,833720,703510,9925,24135,5960,71160,19035,627070,550800,6375,12635,3640,44160,9455,814180,689502,9959,22119,7866,69476,15258
rep,TN,1,Republican,Roe,David,(FIL ROH),David P. Roe,P.,,Phil,102 Cannon House Office Building Washington DC 20515-4201,(202) 225-6356,,https://roe.house.gov,,1/3/19,1/3/21,,,M,7/21/45,,White - Non-Hispanic,No,,102 Cannon House Office Building,,Won,19.67660164,76.71313368,25.65776127,72.68535135,28.62804233,69.91342393,,,,,21.01729073,77.06146726,15.42298192,78.36893588,0,82.83716928,94.79968975,2.105016324,1.27617742,0.476199066,0.281390357,1.063330868,93.68025936,2.071754771,2.540103112,0.63206382,0.249522497,0.82629644,19.4,391,19.8,419,41006,408,76,698495,650855,14510,16410,3680,1765,11280,554390,525560,11670,7075,2640,1560,5895,706717,653702,15054,22775,4654,1684,8848
rep,TN,2,Republican,Burchett,Tim,(TIM BER-chit),,,,,1122 Longworth House Office Building Washington DC 20515-4202,(202) 225-5435,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,1122 Longworth House Office Building,,Open - Retired,29.70919354,65.11390695,30.88080245,67.29252722,34.50942698,63.9502617,,,,,33.06260562,65.9420981,24.35447347,75.64552653,22.55578677,72.49311848,90.27861331,5.824571485,1.565011268,1.032566241,0.226266689,1.073868891,88.90776973,5.698758838,2.76759951,1.365242356,0.255073265,1.005556304,31,176,30.9,255,50701,296,62.3,708115,625105,44135,18175,7735,1495,11465,556865,502730,32435,8715,5750,1260,5980,702769,613371,42845,23843,9890,1771,11049
rep,TN,3,Republican,Fleischmann,Charles,(CHUK FLAHY-shmin),"Charles J. ""Chuck"" Fleischmann",J.,,Chuck,2410 Rayburn House Office Building Washington DC 20515-4203,(202) 225-3271,,https://fleischmann.house.gov,,1/3/19,1/3/21,,,M,10/11/62,,White - Non-Hispanic,No,,2410 Rayburn House Office Building,http://fleischmann.house.gov/rss.xml,Won,30.21229341,65.446706,35.06563806,63.27693186,37.31967934,61.34597402,,,,,34.47643074,63.68360019,28.84408622,66.39436704,34.58298366,62.36122411,85.70178288,10.38959867,1.646636351,0.861664501,0.260755017,1.138660315,84.89818552,10.1256318,2.594814734,1.100687248,0.284898731,0.995781972,22.7,336,23.5,383,43938,384,65.5,705280,591220,76355,18355,6490,1525,11325,554160,474925,57575,9125,4775,1445,6310,705326,586894,75983,22228,7957,1929,10335
rep,TN,4,Republican,DesJarlais,Scott,(SKAHT DEY-zher-ley),Scott DesJarlais,,,,2301 Rayburn House Office Building Washington DC 20515-4204,(202) 225-6831,,https://desjarlais.house.gov,,1/3/19,1/3/21,,,M,2/21/64,,White - Non-Hispanic,No,,2301 Rayburn House Office Building,http://desjarlais.house.gov/news/rss.aspx,Won,27.4171855,68.555799,33.10490349,65.3300382,35.84807989,62.63308613,,,,,33.58342188,63.37808829,34.96589353,65.03410647,35.31681085,58.32496665,86.00882712,8.339260637,2.338093414,1.021320056,0.249858657,2.042640112,85.15254161,7.711061303,4.374863075,1.461845404,0.308959257,0.99072935,22.6,340,23,392,50598,300,66.1,722810,601785,61370,28655,8140,1605,21250,548310,471595,45725,12820,5600,1370,11200,706861,586940,56789,38525,10760,2088,11759
